,Unnamed: 0,species,id,name,sex,accuracy,birthYear,acquisition,originDate,originLocation,transfers,currently,status,statusDate,COD,entryDate,timespent
1732,1733,Short-Finned Pilot Whale,NOA0000223,Holokai I,M,unknown,,Capture,1970-03-10,Unknown,,Sea Life Park Hawaii,Died,1970-03-18,,1970-03-10,8.0
1733,1734,Short-Finned Pilot Whale,NOA0000224,Holokai Ii,F,unknown,,Capture,1970-03-27,Unknown,,Sea Life Park Hawaii,Died,1970-07-25,,1970-03-27,120.0
1734,1735,Short-Finned Pilot Whale,NOA0000225,Nubs,M,unknown,,Capture,1971-06-16,Unknown,,Sea Life Park Hawaii,Died,1971-07-25,,1971-06-16,39.0
1735,1736,Short-Finned Pilot Whale,NOA0000226,X,U,unknown,,Capture,1972-09-27,Unknown,,Sea Life Park Hawaii,Died,1972-10-04,,1972-09-27,7.0
1736,1737,Short-Finned Pilot Whale,NOA0000227,X,U,unknown,,Capture,1972-10-26,Unknown,,Sea Life Park Hawaii,Died,1972-11-07,,1972-10-26,12.0
1737,1738,Short-Finned Pilot Whale,NOA0000228,X,U,unknown,,Capture,1972-10-27,Unknown,,Sea Life Park Hawaii,Died,1972-11-11,,1972-10-27,15.0
1738,1739,Pantropical Spotted,NOA0000231,X,F,unknown,,Capture,1971-01-30,Unknown,,Sea Life Park Hawaii,Died,1971-02-20,,1971-01-30,21.0
1740,1741,Pantropical Spotted,NOA0000233,Makamae,M,unknown,,Capture,1971-02-11,Unknown,,Sea Life Park Hawaii,Died,1972-02-24,,1971-02-11,378.0
1741,1742,Pantropical Spotted,NOA0000234,Ilima,F,unknown,,Capture,1971-02-11,Unknown,,Sea Life Park Hawaii,Died,1971-04-06,,1971-02-11,54.0
1742,1743,Pantropical Spotted,NOA0000235,Mokunani,M,unknown,,Capture,1971-02-12,Unknown,,Sea Life Park Hawaii,Died,1971-07-28,,1971-02-12,166.0
1743,1744,Pygmy Killer Whale,NOA0000236,X,U,unknown,,Capture,1963-07-16,Unknown,,Sea Life Park Hawaii,Died,1963-08-04,RESPIRATORY INFECTION,1963-07-16,19.0
1744,1745,Pygmy Killer Whale,NOA0000237,X,M,unknown,,Capture,1970-12-15,Unknown,,Sea Life Park Hawaii,Died,1970-12-26,,1970-12-15,11.0
1745,1746,Pygmy Killer Whale,NOA0000238,X,F,unknown,,Capture,1971-12-18,Unknown,,Sea Life Park Hawaii,Died,1971-12-20,,1971-12-18,2.0
1746,1747,Spinner,NOA0000243,(No Name),M,unknown,,Capture,1972-07-25,Unknown,,Sea Life Park Hawaii,Died,1972-07-29,CAPTURE RELATED,1972-07-25,4.0
1747,1748,Spinner,NOA0000244,Nani,F,unknown,,Capture,1969-12-04,Unknown,,Sea Life Park Hawaii,Died,1973-09-09,,1969-12-04,1375.0
1748,1749,Spinner,NOA0000245,Kelekele,M,unknown,,Capture,1972-10-19,Unknown,,Sea Life Park Hawaii,Died,1973-02-04,,1972-10-19,108.0
1749,1750,Spinner,NOA0000246,(No Name),M,unknown,,Capture,1972-10-16,Unknown,,Sea Life Park Hawaii,Died,1972-10-29,,1972-10-16,13.0
1750,1751,Spinner,NOA0000247,Laka,F,unknown,,Capture,1968-07-03,Unknown,,Sea Life Park Hawaii,Died,1972-06-29,,1968-07-03,1457.0
1751,1752,Spinner,NOA0000248,Puka,M,unknown,,Capture,1968-11-01,Unknown,,Sea Life Park Hawaii,Died,1974-01-09,,1968-11-01,1895.0
1752,1753,Spinner,NOA0000249,Alii,M,unknown,,Capture,1968-11-01,Unknown,,Sea Life Park Hawaii,Died,1971-04-04,,1968-11-01,884.0
1753,1754,Spinner,NOA0000250,Pikake,F,unknown,,Capture,1968-12-11,Unknown,,Sea Life Park Hawaii,Died,1972-06-18,,1968-12-11,1285.0
1754,1755,Spinner,NOA0000251,Moana,F,unknown,,Capture,1970-07-09,Unknown,,Sea Life Park Hawaii,Died,1971-08-17,,1970-07-09,404.0
1755,1756,Spinner,NOA0000252,(No Name),F,unknown,,Capture,1970-09-24,Unknown,,Sea Life Park Hawaii,Died,1970-09-24,DIED AT CAPTURE,1970-09-24,0.0
1756,1757,Spinner,NOA0000253,Akamai,M,unknown,,Capture,1963-09-13,Unknown,,Sea Life Park Hawaii,Died,1970-06-06,,1963-09-13,2458.0
1757,1758,Spinner,NOA0000254,Pukoo,F,unknown,,Capture,1966-04-20,Unknown,,Sea Life Park Hawaii,Died,1970-09-24,,1966-04-20,1618.0
1758,1759,Spinner,NOA0000255,Tita,F,unknown,,Capture,1966-05-13,Unknown,,Sea Life Park Hawaii,Died,1973-06-26,,1966-05-13,2601.0
1759,1760,Spinner,NOA0000256,Waimea,M,unknown,,Capture,1968-03-06,Unknown,,Sea Life Park Hawaii,Died,1970-06-29,,1968-03-06,845.0
1760,1761,Spinner,NOA0000257,Kamai,M,unknown,,Capture,1968-12-12,Unknown,,Sea Life Park Hawaii,Died,1977-05-25,FIBRINOUS PERICARDITIS & PLEURITIS,1968-12-12,3086.0
1761,1762,Spinner,NOA0000258,Nohea,M,unknown,,Capture,1969-12-04,Unknown,,Sea Life Park Hawaii,Died,1973-03-07,KILLED BY ANOTHER DOLPHIN,1969-12-04,1189.0
1763,1764,Spinner,NOA0000260,Maile,F,unknown,,Capture,1972-07-25,Unknown,,Sea Life Park Hawaii,Died,1979-05-30,HEPATOSIS; CHOLANGITIS & PANCREATITIS,1972-07-25,2500.0
1764,1765,Spinner,NOA0000261,Komohana,F,unknown,,Capture,1970-06-11,Unknown,,Sea Life Park Hawaii,Died,1976-10-23,LIVER FAILURE,1970-06-11,2326.0
1765,1766,Spinner,NOA0000262,Haole,M,unknown,,Capture,1963-01-03,Unknown,,Sea Life Park Hawaii,Died,1972-05-02,,1963-01-03,3407.0
1766,1767,Spinner,NOA0000263,Pomaikai,F,actual,1975,Born,1975-09-08,Unknown,,Sea Life Park Hawaii,Died,1979-05-22,HEPATITIS,1975-09-08,1352.0
1767,1768,Spinner,NOA0000264,Mahealani,F,unknown,,Capture,1974-05-23,Unknown,,Sea Life Park Hawaii,Died,1980-01-13,HEART FAILURE,1974-05-23,2061.0
1768,1769,Spinner,NOA0000265,(No Name),U,unknown,,Capture,1974-05-26,Unknown,,Sea Life Park Hawaii,Released,1974-05-26,,1974-05-26,0.0
1769,1770,Spinner,NOA0000266,(No Name),F,unknown,,Capture,1974-05-26,Unknown,,Sea Life Park Hawaii,Died,1974-06-13,PANCREATITIS,1974-05-26,18.0
1770,1771,Spinner,NOA0000267,Pamakani,M,unknown,,Capture,1974-05-29,Unknown,,Sea Life Park Hawaii,Died,1976-01-24,ENTEROTOXEMIA,1974-05-29,605.0
1771,1772,Spinner,NOA0000269,Mo'o,M,unknown,,Capture,1974-08-14,Unknown,,Sea Life Park Hawaii,Died,1974-12-24,JUMPED OUT,1974-08-14,132.0
1772,1773,Spinner,NOA0000270,Auwaha,F,unknown,,Capture,1974-08-18,Unknown,,Sea Life Park Hawaii,Died,1977-04-02,TRAUMA,1974-08-18,958.0
1773,1774,Spinner,NOA0000271,Kahiku,F,unknown,,Capture,1975-08-13,Unknown,,Sea Life Park Hawaii,Died,1976-07-23,ANEMIA,1975-08-13,345.0
1774,1775,Spinner,NOA0000272,Lilinoe,F,unknown,,Capture,1975-08-22,Unknown,,Sea Life Park Hawaii,Died,1977-11-21,PARASITES,1975-08-22,822.0
1775,1776,Spinner,NOA0000273,Apiki,M,unknown,,Capture,1976-08-27,Unknown,,Sea Life Park Hawaii,Died,1980-02-09,PNEUMONITIS,1976-08-27,1261.0
1776,1777,Spinner,NOA0000274,Lioele,M,estimate,1968,Capture,1976-09-02,Unknown,,Sea Life Park Hawaii,Died,1982-02-19,"CHOLANGITIS, CHRONIC, PARASITIC",1976-09-02,1996.0
1777,1778,Spinner,NOA0000275,Kehaulani,F,estimate,1970,Capture,1976-09-09,Unknown,,Sea Life Park Hawaii,Released,1983-06-07,,1976-09-09,2462.0
1778,1779,Spinner,NOA0000276,Kehaulani's Calf,U,actual,,Born,1977-07-21,Unknown,,Sea Life Park Hawaii,Died,1977-07-24,TRAUMA,1977-07-21,3.0
1779,1780,Bottlenose,NOA0000278,Ilima,F,estimate,1963,Capture,1972-12-31,Unknown,,Sea Life Park Hawaii,Died,1977-12-26,PNEUMONIA,1972-12-31,1821.0
1780,1781,Bottlenose,NOA0000283,Kanewai,M,estimate,1968,Capture,1972-12-31,Unknown,,Sea Life Park Hawaii,Died,1984-04-03,UNDETERMINED,1972-12-31,4111.0
1781,1782,Bottlenose,NOA0000284,Kainui,F,estimate,1963,Capture,1972-12-31,Unknown,,Sea Life Park Hawaii,Died,1976-11-02,,1972-12-31,1402.0
1782,1783,Bottlenose,NOA0000285,Pupuka,F,estimate,1963,Capture,1972-12-31,Unknown,,Sea Life Park Hawaii,Died,1974-06-17,,1972-12-31,533.0
1783,1784,Bottlenose,NOA0000286,Ilima's Calf,M,actual,1973,Born,1973-04-07,Unknown,,Sea Life Park Hawaii,Died,1973-04-17,,1973-04-07,10.0
1784,1785,Bottlenose,NOA0000288,Cni,F,estimate,,Capture,1974-07-13,Unknown,,Sea Life Park Hawaii,Died,1982-10-27,HEART-MURAL THROMBOSIS & FOCAL MYOCARD,1974-07-13,3028.0
1785,1786,Spinner,NOA0000334,Hikino,M,unknown,,Capture,1970-12-04,Unknown,,Sea Life Park Hawaii,Released,1972-08-17,,1970-12-04,622.0
1786,1787,Bottlenose,NOA0000340,Apo Calf,F,actual,,Born,1980-05-31,Unknown,,Sea Life Park Hawaii,Died,1980-06-07,MALNUTRITION,1980-05-31,7.0
1787,1788,Bottlenose,NOA0000341,Ipo,F,estimate,1973,Capture,1980-10-27,Unknown,,Sea Life Park Hawaii,Died,1984-01-20,UNDETERMINED,1980-10-27,1180.0
1788,1789,Bottlenose,NOA0000354,,F,unknown,,Capture,1984-08-22,Unknown,,Sea Life Park Hawaii,Died,1991-05-27,SEVERE PULMONARY HEMORRHAGE & NECROSIS,1984-08-22,2469.0
1789,1790,Bottlenose,NOA0000356,,F,unknown,,Capture,1984-09-07,Unknown,,Sea Life Park Hawaii,Died,1984-09-16,ACUTE PNEUMONIA,1984-09-07,9.0
1790,1791,Bottlenose,NOA0000358,,F,unknown,,Capture,1984-09-18,Unknown,,Sea Life Park Hawaii,Died,1993-07-14,PNEUMONIA,1984-09-18,3221.0
1791,1792,Bottlenose,NOA0000359,,F,unknown,,Capture,1984-09-19,Unknown,,Sea Life Park Hawaii,Died,1989-05-21,ACUTE BACTERIAL INFECTION,1984-09-19,1705.0
1792,1793,Unspecified Or Porpoise,NOA0000366,Laka's Baby,M,actual,1985,Born,1985-05-11,Unknown,,Sea Life Park Hawaii,Died,1985-05-11,STILLBORN,1985-05-11,0.0
1793,1794,Bottlenose,NOA0000371,Bak,F,estimate,,Capture,1984-02-24,Unknown,,Sea Life Park Hawaii,Died,1995-02-27,PNEUMONIA,1984-02-24,4021.0
1794,1795,False Killer Whale,NOA0000372,,M,actual,1986,Born,1986-05-01,Unknown,,Sea Life Park Hawaii,Died,1988-03-02,PANCREATIC NECROSIS,1986-05-01,671.0
1795,1796,Bottlenose,NOA0000382,Paakiki's Calf,M,actual,,Born,1988-04-21,Unknown,,Sea Life Park Hawaii,Died,1988-05-03,INADEQUATE NUTRIENT INTAKE,1988-04-21,12.0
1796,1797,Bottlenose,NOA0000384,Lauwae's Calf,F,actual,1988,Born,1988-05-09,Unknown,,Sea Life Park Hawaii,Died,1988-05-29,DEBILITATION,1988-05-09,20.0
1797,1798,Bottlenose,NOA0000400,Kekaimalu's Calf,F,actual,,Born,1990-07-19,Unknown,,Sea Life Park Hawaii,Died,1990-07-27,"MALNUTRITION, POSSIBLE",1990-07-19,8.0
1798,1799,Bottlenose,NOA0000409,Pa'akiki's Calf,F,actual,1991,Born,1991-07-02,Unknown,,Sea Life Park Hawaii,Died,1991-07-05,MULTIFOCAL DIFFUSE MODERATE PNEUMONIA,1991-07-02,3.0
1799,1800,False Killer Whale,NOA0000412,Sirius,M,estimate,1986,Capture,1990-01-22,Unknown,,Sea Life Park Hawaii,Died,1996-05-10,Chronic infection,1990-01-22,2300.0
1800,1801,False Killer Whale,NOA0000413,Arc,F,estimate,1988,Capture,1990-01-28,Unknown,,Sea Life Park Hawaii,Died,1997-08-20,Bowel Torsion,1990-01-28,2761.0
1801,1802,Bottlenose,NOA0000417,Lauwae's Calf,M,actual,1993,Born,1993-06-11,Unknown,,Sea Life Park Hawaii,Died,1993-06-27,CONGESTIVE HEART FAILURE,1993-06-11,16.0
1802,1803,Melon-Headed Whale,NOA0005944,Keauhou,F,estimate,1998,Rescue,1998-04-10,Unknown,,Sea Life Park Hawaii,Died,2003-06-22,pending,1998-04-10,1899.0
1803,1804,Bottlenose,NOA0002928,Presley,M,actual,1987,Born,1987-09-01,Unknown,,"Gulf World Marine Park, Inc.",Died,2006-04-23,fungal pyogramulomatous encephalitis,1987-09-01,6809.0
1804,1805,Bottlenose,NOA0001335,,M,unknown,,Capture,1964-06-12,Unknown,,Minnesota Zoological Garden,Died,1999-07-01,Severe broncopneumonia/centrilobular hepatic necrosis,1964-06-12,12802.0
1805,1806,Killer Whale; Orca,NOA0002846,Orky,M,estimate,1958,Capture,1968-05-10,Unknown,,Sea World of California,Died,1988-09-26,ACUTE BRONCHOPNEUMONIA NEPHROPATHY,1968-05-10,7444.0
1806,1807,Bottlenose,NOA0002849,Splash,F,unknown,,Capture,1966-03-29,Unknown,,Sea World of California,Died,1987-08-12,INTERSTITIAL PNEUMONIA,1966-03-29,7806.0
1807,1808,Common; Saddleback,NOA0005943,Stormy,F,estimate,1999,Rescue,2000-06-09,Unknown,,Sea World of California,Died,2002-07-24,Non-suppurative Encephalitis,2000-06-09,775.0
1809,1810,Bottlenose,NOA0006134,Lazarus,M,estimate,2002,Rescue,2002-07-19,Unknown,,Sea World of Florida,Died,2005-04-12,pulmonary inhalation of water; drowning,2002-07-19,998.0
1810,1811,Commerson's,NOA0002818,,M,actual,,Born,1985-02-21,Unknown,,Sea World of Ohio,Died,2000-03-07,colitis/bacteremia,1985-02-21,5493.0
1811,1812,Commerson's,NOA0002929,,M,actual,1987,Born,1987-07-10,Unknown,,Sea World of Ohio,Died,2000-03-09,colitis/bacteremia,1987-07-10,4626.0
1812,1813,Commerson's,NOA0002962,,F,actual,1988,Born,1988-09-10,Unknown,,Sea World of Ohio,Died,2000-10-23,"Gastritis, enteritis, and chronic nephritis",1988-09-10,4426.0
1813,1814,Bottlenose,NOA0005435,Echo,F,estimate,1984,Capture,1989-05-08,Unknown,,Sea World of Ohio,Died,1996-07-02,Multiple fungal granulomatous neoplasia,1989-05-08,2612.0
1814,1815,Commerson's,NOA0005474,,M,actual,,Born,1995-06-21,Unknown,,Sea World of Ohio,Died,2000-03-18,colitis/bacteremia,1995-06-21,1732.0
1816,1817,Bottlenose,NOA0005606,Dj,M,actual,1996,Born,1996-06-10,Unknown,,Texas State Aquarium,Died,2012-04-14,acute death due to meningoencephalitis,1996-06-10,5787.0
1817,1818,Killer Whale; Orca,NOA0005191,,M,estimate,1964,Capture,1968-10-15,Unknown,,Sea-Arama Inc,Died,1974-06-14,ACUTE STREPTOCOCCAL SEPTICEMIA,1968-10-15,2068.0
1818,1819,Killer Whale; Orca,NOA0005192,,M,estimate,1968,Capture,1970-08-20,Unknown,,Sea-Arama Inc,Died,1971-03-18,ASPHYXIATION,1970-08-20,210.0
1819,1820,Short-Finned Pilot Whale,NOA0005193,,F,estimate,1968,Capture,1975-02-25,Unknown,,Sea-Arama Inc,Died,1975-06-12,BRONCHOPNEUMONIA,1975-02-25,107.0
1820,1821,Short-Finned Pilot Whale,NOA0005194,,F,estimate,1963,Capture,1968-06-24,Unknown,,Sea-Arama Inc,Died,1970-04-30,LIVER FAILURE; PNEUMONIA,1968-06-24,675.0
1821,1822,Bottlenose,NOA0005203,,F,unknown,,Capture,1972-12-01,Unknown,,Sea-Arama Inc,Died,1976-11-09,KLEBSELIA,1972-12-01,1439.0
1822,1823,Bottlenose,NOA0005204,,M,estimate,1960,Capture,1972-06-01,Unknown,,Sea-Arama Inc,Died,1975-08-10,NECROTIC DERMITITIS,1972-06-01,1165.0
1823,1824,Bottlenose,NOA0005205,,F,unknown,,Capture,1972-06-01,Unknown,,Sea-Arama Inc,Died,1974-09-07,,1972-06-01,828.0
1825,1826,Bottlenose,NOA0005207,,F,estimate,1966,Capture,1973-06-28,Unknown,,Sea-Arama Inc,Died,1987-03-10,ADRENAL THEOCHROMOCYTOMA,1973-06-28,5003.0
1826,1827,Bottlenose,NOA0005208,,F,unknown,,Capture,1973-06-30,Unknown,,Sea-Arama Inc,Died,1975-01-18,PYELONEPHRITIS,1973-06-30,567.0
1827,1828,Bottlenose,NOA0005209,,F,unknown,,Capture,1973-06-28,Unknown,,Sea-Arama Inc,Died,1973-07-07,DRUG REACTION,1973-06-28,9.0
1828,1829,Bottlenose,NOA0005210,,M,unknown,,Capture,1973-06-29,Unknown,,Sea-Arama Inc,Died,1974-02-26,GASTRIC ULCERS,1973-06-29,242.0
1829,1830,Bottlenose,NOA0005211,,U,unknown,,Capture,1973-06-29,Unknown,,Sea-Arama Inc,Released,1973-07-11,,1973-06-29,12.0
1830,1831,Bottlenose,NOA0005212,,M,unknown,,Capture,1975-02-25,Unknown,,Sea-Arama Inc,Died,1975-03-20,BROCHOPNEUMONIA,1975-02-25,23.0
1831,1832,Bottlenose,NOA0005213,,F,unknown,,Capture,1975-07-31,Unknown,,Sea-Arama Inc,Died,1976-11-09,KLEBSELIA,1975-07-31,467.0
1832,1833,Bottlenose,NOA0005226,,F,actual,1986,Born,1986-06-01,Unknown,,Sea-Arama Inc,Died,1990-01-25,BROCHPNEUMONIA,1986-06-01,1334.0
1835,1836,Bottlenose,NOA0001152,Stormy,F,estimate,1963,Capture,1969-03-15,Unknown,,Sealand of Cape Cod Inc,Died,1980-10-17,ULCERATION (FOREIGN BODY INGESTION),1969-03-15,4234.0
1836,1837,Bottlenose,NOA0001153,Scotty,M,estimate,1971,Capture,1977-06-12,Unknown,,Sealand of Cape Cod Inc,Died,1988-03-07,ENDOTOXIC SHOCK,1977-06-12,3921.0
1837,1838,Bottlenose,NOA0001154,Spray,F,estimate,1971,Capture,1977-06-12,Unknown,,Sealand of Cape Cod Inc,Died,1985-05-20,ADVANCED AUTOLYSIS,1977-06-12,2899.0
1838,1839,Bottlenose,NOA0001161,X,F,unknown,,Capture,1966-06-06,Unknown,,Sealand of Cape Cod Inc,Died,1975-04-01,ABSESS ON HEART,1966-06-06,3221.0
1839,1840,Atlantic White- Sided,NOA0001162,Daniel,M,estimate,1972,Rescue,1982-04-29,Unknown,,Sealand of Cape Cod Inc,Died,1982-10-26,HEPATIC,1982-04-29,180.0
1840,1841,Harbor Porpoise,NOA0001163,Holly,F,estimate,1980,Rescue,1981-05-25,Unknown,,Sealand of Cape Cod Inc,Died,1984-04-10,EMACIATION,1981-05-25,1051.0
1841,1842,Pacific White-Sided,NOA0003694,,F,estimate,1985,Capture,1988-10-27,Unknown,,Shedd (John G.) Aquarium,Died,1988-12-12,ACUTE HEMORRHAGIC PNEUMONIA,1988-10-27,46.0
1842,1843,Pacific White-Sided,NOA0003698,Tique,F,estimate,1985,Capture,1988-12-12,Unknown,,Shedd (John G.) Aquarium,Died,2015-01-23,Euthanasia: Life threatening condition involvingpain/suffering,1988-12-12,9538.0
1847,1848,Pacific White-Sided,NOA0000633,,F,unknown,,Capture,1978-12-09,Unknown,,Steinhart Aquarium,Died,1979-02-26,UNDETERMINED,1978-12-09,79.0
1849,1850,Bottlenose,NOA0005381,None,F,actual,,Born,1985-09-29,Unknown,,Theater of the Sea,Died,1985-09-29,Premature/Still birth,1985-09-29,0.0
1850,1851,Unspecified Pilot Whales,NOA0004165,Bangles,F,unknown,,Capture,1970-11-03,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1975-10-12,PULMONARY ABSCESS,1970-11-03,1804.0
1851,1852,Bottlenose,NOA0004198,Stormy,U,unknown,,Capture,1969-08-05,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1977-03-17,CIRRHOSIS,1969-08-05,2781.0
1852,1853,Bottlenose,NOA0004199,Windy,F,unknown,,Capture,1969-10-16,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1975-07-27,C.N.S. DISTURBANCE,1969-10-16,2110.0
1853,1854,Bottlenose,NOA0004200,(Hybrid),U,actual,,Born,1975-08-23,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1975-09-17,PNEUMONIA,1975-08-23,25.0
1854,1855,Bottlenose,NOA0004201,Pepe,M,unknown,,Capture,1962-02-15,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1976-12-09,BRONCHOPHEUMONIA,1962-02-15,5411.0
1855,1856,Bottlenose,NOA0004202,Algae,F,unknown,,Capture,1967-02-10,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1975-04-02,CIRRHOSIS,1967-02-10,2973.0
1856,1857,Bottlenose,NOA0004203,Toughy,F,unknown,,Capture,1972-04-18,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1976-11-15,HEPATITIS,1972-04-18,1672.0
1857,1858,Bottlenose,NOA0004204,X,M,unknown,,Capture,1972-06-03,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1975-03-24,SEPTICEMIA,1972-06-03,1024.0
1858,1859,Bottlenose,NOA0004205,Coral,F,actual,,Born,1975-01-16,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1976-05-13,BRONCHOPNUMONIA,1975-01-16,483.0
1859,1860,Bottlenose,NOA0004206,Pepper,M,actual,,Born,1975-01-16,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1975-11-17,SUFFOCATION,1975-01-16,305.0
1860,1861,Bottlenose,NOA0004207,X,F,actual,1975,Born,1975-09-07,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1975-09-17,PNEUMONIA,1975-09-07,10.0
1861,1862,Pacific White-Sided,NOA0004208,Duncan,F,unknown,,Capture,1966-03-24,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1975-05-21,SUFFOCATION,1966-03-24,3345.0
1862,1863,Pacific White-Sided,NOA0004209,Sam,F,unknown,,Capture,1970-10-15,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1976-07-21,SEPTICEMIA,1970-10-15,2106.0
1863,1864,Pacific White-Sided,NOA0004210,Susie,F,unknown,,Capture,1972-02-24,Unknown,,Twentieth Century- Fox Marineland Inc,Died,1976-08-24,HEMORRAGE,1972-02-24,1643.0
1864,1865,Bottlenose,NOA0002235,Bob,M,estimate,1981,Capture,1985-01-23,Unknown,,National Aquarium in Baltimore,Died,2005-03-14,Euthanasia: Life threatening condition involvingpain/suffering,1985-01-23,7355.0
1865,1866,Bottlenose,NOA0006186,Bridgit,F,actual,2004,Born,2004-05-03,Unknown,,National Aquarium in Baltimore,Died,2004-07-28,Pneumonia,2004-05-03,86.0
1867,1868,Beluga Whale,NOA0000720,Kathy,F,estimate,1972,Capture,1976-07-25,Unknown,,New York Aquarium,Died,1982-09-21,PULMONARY CONGESTION; SYSTEM CANDIDIASIS,1976-07-25,2249.0
1868,1869,Beluga Whale,NOA0000721,X,F,estimate,1969,Capture,1973-07-15,Unknown,,New York Aquarium,Died,2004-04-09,Euthanasia: Life threatening condition involvingpain/suffering,1973-07-15,11226.0
1872,1873,Bottlenose,NOA0000741,Jetty,M,estimate,1980,Capture,1983-08-10,Unknown,,New York Aquarium,Died,1986-02-26,BACTERIAL ENTERITUS,1983-08-10,931.0
1873,1874,Bottlenose,NOA0000742,,M,unknown,,Capture,1983-08-10,Unknown,,New York Aquarium,Died,1983-11-27,PNEUMONIA,1983-08-10,109.0
1874,1875,Bottlenose,NOA0000743,Shilo,F,estimate,1980,Capture,1983-08-10,Unknown,,New York Aquarium,Died,1987-05-11,SEPTICEMIA,1983-08-10,1370.0
1875,1876,Beluga Whale,NOA0000749,Kristol,F,estimate,1980,Capture,1984-07-20,Unknown,,New York Aquarium,Died,1985-04-04,BACTERIAL GASTROENTERITIS,1984-07-20,258.0
1876,1877,Beluga Whale,NOA0000787,Hudson,M,actual,1991,Born,1991-08-07,Unknown,,New York Aquarium,Died,1994-03-02,PENDING,1991-08-07,938.0
1877,1878,Beluga Whale,NOA0000788,Casey,M,actual,,Born,1991-08-14,Unknown,,New York Aquarium,Died,1999-10-31,Necropsy results pending,1991-08-14,3000.0
1878,1879,Beluga Whale,NOA0000798,Aurora,F,actual,1993,Born,1993-07-06,Unknown,,New York Aquarium,Died,1995-08-31,PENDING,1993-07-06,786.0
1879,1880,Bottlenose,NOA0002926,,M,actual,,Born,1986-09-21,Unknown,,New York Aquarium,Died,1996-12-26,Chronic pneumonia; gastric ulcer; peritonitis,1986-09-21,3749.0
1880,1881,Bottlenose,NOA0002745,,M,actual,,Born,1981-09-13,Unknown,,Wildlife Conservation Society,Died,2002-04-28,Gastroenteritis,1981-09-13,7532.0
1881,1882,Bottlenose,NOA0002006,Dolly,F,estimate,1972,Capture,1977-05-24,Unknown,,ZooQuarium (Aqua Circus of Cape Cod),Died,1988-02-24,,1977-05-24,3928.0
1882,1883,Bottlenose,NOA0002007,Dixie,M,estimate,1972,Capture,1977-05-24,Unknown,,ZooQuarium (Aqua Circus of Cape Cod),Died,1993-02-27,"LIVER; HEMOSIDEROSIS, MODERATE",1977-05-24,5758.0
1883,1884,Bottlenose,NOA0006733,Mc11,M,actual,,Born,2011-04-27,Unknown,,National Aquarium in Baltimore,Died,2011-06-21,"open; no clear cause from gross necropsy, awaiting histo and other results",2011-04-27,55.0
1884,1885,Bottlenose,NOA0005339,Scarlet,F,estimate,1980,Capture,1985-12-08,Unknown,,Gulfarium,Died,1988-02-10,brain necrosis,1985-12-08,794.0
1885,1886,Bottlenose,NOA0006015,Neonate,F,actual,,Born,2002-04-20,Unknown,,Kewalo Basin Marine Mammal Laboratory,Died,2002-04-25,Respiratory/cardiac arrest,2002-04-20,5.0
1886,1887,Bottlenose,NOA0004529,Diana Ii,F,actual,1972,Born,1972-06-01,Unknown,,Institute for Marine Sciences,Released,1996-01-08,,1972-06-01,8621.0
1887,1888,Bottlenose,NOA0000448,Jimbo,M,estimate,1962,Capture,1966-06-01,Unknown,,Marine Life Oceanarium,Died,1988-12-24,Systemic mycosis,1966-06-01,8242.0
1888,1889,Bottlenose,NOA0000485,Apollo,M,estimate,1976,Capture,1979-05-11,Unknown,,Marine Life Oceanarium,Died,1979-07-12,pneumonia,1979-05-11,62.0
1889,1890,Bottlenose,NOA0000567,Calypso,F,estimate,1984,Capture,1986-07-16,Unknown,,Marine Life Oceanarium,Died,1998-02-14,heart failure; stroke; fungal pneumonia,1986-07-16,4231.0
1893,1894,Bottlenose,NOA0003452,Popcorn,M,unknown,,Capture,1968-08-18,Unknown,,Miami Seaquarium,Died,1974-02-27,Plueritis and pericarditis,1968-08-18,2019.0
1894,1895,Bottlenose,NOA0003497,,M,actual,1985,Born,1985-10-11,Unknown,,Miami Seaquarium,Died,1985-10-11,Stillborn,1985-10-11,0.0
1896,1897,White-Beaked,NOA0001045,,F,unknown,,Capture,1983-03-28,Unknown,,Mystic Aquarium,Died,1983-04-16,Staphlycoccal pneumonia,1983-03-28,19.0
1897,1898,Bottlenose,NOA0001078,Mimi,F,estimate,1977,Capture,1981-07-16,Unknown,,Mystic Aquarium,Died,1990-08-03,Chronic active hepatitis,1981-07-16,3305.0
1898,1899,Bottlenose,NOA0006394,Wilson,M,actual,2007,Born,2007-06-11,Unknown,,Marine Mammal Conservancy,Died,2007-06-15,necropsy performed; pathology pending,2007-06-11,4.0
