,Unnamed: 0,species,id,name,sex,accuracy,birthYear,acquisition,originDate,originLocation,transfers,currently,status,statusDate,COD,entryDate,timespent,count
1632,1633,Bottlenose,NOA0004985,,M,unknown,,Capture,1984-03-04,Unknown,,"Navy, U.S. (SPAWAR)",Released,1984-03-05,,1984-03-04,1.0,1
1633,1634,Bottlenose,NOA0004986,,F,unknown,,Capture,1984-03-23,Unknown,,"Navy, U.S. (SPAWAR)",Released,1984-04-02,,1984-03-23,10.0,1
1634,1635,Bottlenose,NOA0004990,Eco,F,unknown,,Capture,1984-03-30,Unknown,,"Navy, U.S. (SPAWAR)",Released,1986-07-11,,1984-03-30,833.0,1
1635,1636,Bottlenose,NOA0004992,,M,unknown,,Capture,1984-07-26,Unknown,,"Navy, U.S. (SPAWAR)",Released,1984-08-14,,1984-07-26,19.0,1
1636,1637,Bottlenose,NOA0004993,,M,unknown,,Capture,1984-07-27,Unknown,,"Navy, U.S. (SPAWAR)",Released,1984-08-14,,1984-07-27,18.0,1
1637,1638,Bottlenose,NOA0004995,,M,unknown,,Capture,1984-08-06,Unknown,,"Navy, U.S. (SPAWAR)",Released,1984-09-14,,1984-08-06,39.0,1
1638,1639,Bottlenose,NOA0005000,Scn,M,estimate,,Capture,1984-08-30,Unknown,,"Navy, U.S. (SPAWAR)",Released,1992-05-01,,1984-08-30,2801.0,1
1639,1640,Bottlenose,NOA0005004,,M,unknown,,Capture,1984-09-06,Unknown,,"Navy, U.S. (SPAWAR)",Released,1985-08-02,,1984-09-06,330.0,1
1640,1641,Bottlenose,NOA0005061,Opu,M,estimate,,Capture,1988-07-20,Unknown,,"Navy, U.S. (SPAWAR)",Released,1992-06-02,,1988-07-20,1413.0,1
1641,1642,Bottlenose,NOA0005089,Pok,F,estimate,,Capture,1987-07-24,Unknown,,"Navy, U.S. (SPAWAR)",Released,1989-09-08,,1987-07-24,777.0,1
1644,1645,Bottlenose,NOA0005073,Kak,M,estimate,,Capture,1988-08-29,Unknown,,"Navy, U.S. (SPAWAR)",Released,1992-12-23,,1988-08-29,1577.0,1
1645,1646,Harbor Porpoise,NOA0005669,,U,estimate,1994,Rescue,1997-01-09,Unknown,,Massachusetts Audubon Society,Released,1997-01-09,MMPA 109h,1997-01-09,0.0,1
1646,1647,Bottlenose,NOA0003910,Old Spit (Spitty),F,estimate,1966,Capture,1972-06-09,Unknown,,New England Aquarium,Died,1983-12-18,DIAGNOSIS OPEN,1972-06-09,4209.0,1
1647,1648,Bottlenose,NOA0003911,Cathy,F,estimate,1966,Capture,1972-06-01,Unknown,,New England Aquarium,Died,1982-10-06,ACUTE & CHRONIC BRONCHO PNEUMONIA,1972-06-01,3779.0,1
1650,1651,Bottlenose,NOA0003914,Peach,F,estimate,1973,Capture,1975-10-19,Unknown,,New England Aquarium,Died,1979-05-10,ALLERGIC REACTION TO VACCINATION,1975-10-19,1299.0,1
1656,1657,Bottlenose,NOA0003939,Gin,F,estimate,,Capture,1972-06-21,Unknown,,New England Aquarium,Died,1983-06-15,"ANEMIA, LIVER FAILURE; ETOLOGY",1972-06-21,4011.0,1
1657,1658,Bottlenose,NOA0003972,Capri,F,unknown,,Capture,1988-08-30,Unknown,,New England Aquarium,Died,1989-05-30,"MYOSITIS, HEPATITIS, & TRACHEITIS",1988-08-30,273.0,1
1659,1660,Atlantic White- Sided,NOA0005786,,M,estimate,1994,Rescue,1996-04-05,Unknown,,New England Aquarium,Released,1996-04-05,MMPA 109h,1996-04-05,0.0,1
1660,1661,Harbor Porpoise,NOA0005789,,M,estimate,1994,Rescue,1996-10-09,Unknown,,New England Aquarium,Released,1996-10-09,MMPA 109h,1996-10-09,0.0,1
1661,1662,Atlantic White- Sided,NOA0005790,,U,estimate,1994,Rescue,1996-12-22,Unknown,,New England Aquarium,Released,1996-12-22,MMPA 109h,1996-12-22,0.0,1
1663,1664,Bottlenose,NOA0005415,Misty I,F,estimate,1965,Capture,1966-02-01,Unknown,,"Niagara, Aquarium of",Died,1976-08-15,CANDIDIASIS,1966-02-01,3848.0,1
1664,1665,Bottlenose,NOA0005416,Sailor,M,estimate,1965,Capture,1966-05-01,Unknown,,"Niagara, Aquarium of",Died,1976-06-21,GASTRIC FOREIGN BODIES ANESTHETIC SHOCK,1966-05-01,3704.0,1
1667,1668,Bottlenose,NOA0005426,X,F,unknown,,Capture,1983-06-23,Unknown,,"Niagara, Aquarium of",Died,1983-06-23,PSYCOGENIC SHOCK,1983-06-23,0.0,1
1668,1669,Bottlenose,NOA0005427,X,F,unknown,,Capture,1983-06-22,Unknown,,"Niagara, Aquarium of",Released,1983-07-07,,1983-06-22,15.0,1
1669,1670,Bottlenose,NOA0005428,Splash,F,unknown,,Capture,1983-07-12,Unknown,,"Niagara, Aquarium of",Died,1995-02-10,Euthanasia: Life threatening condition involvingpain/suffering,1983-07-12,4231.0,1
1670,1671,Bottlenose,NOA0005431,Charlie,F,unknown,,Capture,1988-02-03,Unknown,,"Niagara, Aquarium of",Died,1988-04-19,ACUTE GASTRITIS WITH LEUKOCYTOSIS,1988-02-03,76.0,1
1671,1672,Bottlenose,NOA0001705,,M,estimate,1982,Capture,1988-07-13,Unknown,,Long Marine Laboratory,Released,1990-10-06,,1988-07-13,815.0,1
1672,1673,Bottlenose,NOA0001706,,M,estimate,1982,Capture,1988-07-12,Unknown,,Long Marine Laboratory,Released,1990-10-06,,1988-07-12,816.0,1
1673,1674,Bottlenose,NOA0000279,Punahele,M,estimate,1968,Capture,1972-12-31,Unknown,,Sea Life Park Hawaii,Died,2013-04-01,cardiomyopathy; gastric neoplasm,1972-12-31,14701.0,1
1676,1677,Bottlenose,NOA0000355,,F,unknown,,Capture,1984-09-06,Unknown,,Sea Life Park Hawaii,Died,2003-10-23,Dystocia,1984-09-06,6986.0,1
1680,1681,Bottlenose,NOA0000343,,F,estimate,,Capture,1969-01-15,Unknown,,Sea Life Park Hawaii,Died,1998-06-19,Euthanasia: Life threatening condition involvingpain/suffering,1969-01-15,10747.0,1
1688,1689,Bottlenose,NOA0003690,Lady,F,estimate,1954,Capture,1967-01-04,Unknown,,Ocean Reef Club,Died,1993-09-23,CHRONIC-ACTIVE HEPATITIS,1967-01-04,9759.0,1
1689,1690,Bottlenose,NOA0003691,Caesar,F,unknown,,Capture,1967-01-04,Unknown,,Ocean Reef Club,Died,1986-09-12,SEPTICEMIA & TOXEMIA,1967-01-04,7191.0,1
1695,1696,Bottlenose,NOA0002268,,F,estimate,1976,Capture,1982-04-16,Unknown,,Point Defiance Zoo and Aquarium,Died,1983-02-10,POST PYLORIC ULCER; PNEUMONIA,1982-04-16,300.0,1
1696,1697,Pacific White-Sided,NOA0002273,Sounder,M,estimate,1981,Rescue,1983-08-10,Unknown,,Point Defiance Zoo and Aquarium,Died,1986-02-28,ULCERS,1983-08-10,933.0,1
1702,1703,False Killer Whale,NOA0000187,Makapuu,F,estimate,1957,Capture,1965-05-12,Unknown,,Sea Life Park Hawaii,Died,1991-02-17,GRANULOMATOUS PNEUMONIA & SEPTICEMIA,1965-05-12,9412.0,1
1703,1704,False Killer Whale,NOA0000188,I'anui,M,estimate,1966,Capture,1972-03-11,Unknown,,Sea Life Park Hawaii,Died,1987-07-26,VASCULITIS/NON-SUPPURATIVE ENCEPHALITIS,1972-03-11,5615.0,1
1704,1705,False Killer Whale,NOA0000189,,F,estimate,1972,Capture,1976-09-13,Unknown,,Sea Life Park Hawaii,Died,1978-11-19,PNEUMONIA,1976-09-13,797.0,1
1705,1706,False Killer Whale,NOA0000190,Ola,M,unknown,,Capture,1967-08-22,Unknown,,Sea Life Park Hawaii,Died,1972-03-22,,1967-08-22,1674.0,1
1706,1707,False Killer Whale,NOA0000191,Olelo,F,unknown,,Capture,1965-07-20,Unknown,,Sea Life Park Hawaii,Died,1970-03-05,,1965-07-20,1689.0,1
1707,1708,False Killer Whale,NOA0000192,Tita,F,unknown,,Capture,1964-05-06,Unknown,,Sea Life Park Hawaii,Died,1964-05-08,,1964-05-06,2.0,1
1708,1709,Melon-Headed Whale,NOA0000193,,F,unknown,,Capture,1978-09-26,Unknown,,Sea Life Park Hawaii,Died,1980-02-20,ANEURYSM,1978-09-26,512.0,1
1709,1710,Melon-Headed Whale,NOA0000195,Mahukona,F,unknown,,Capture,1966-12-17,Unknown,,Sea Life Park Hawaii,Died,1966-12-30,,1966-12-17,13.0,1
1710,1711,Bottlenose,NOA0000198,,F,estimate,1975,Capture,1978-09-14,Unknown,,Sea Life Park Hawaii,Died,1984-06-28,PULMONARY INSUFFICIENCY,1978-09-14,2114.0,1
1711,1712,Bottlenose,NOA0000199,Apo,F,unknown,,Capture,1965-04-14,Unknown,,Sea Life Park Hawaii,Died,1980-09-01,PNEUMONIA,1965-04-14,5619.0,1
1712,1713,Bottlenose,NOA0000200,Hanauma,M,unknown,,Capture,1969-05-07,Unknown,,Sea Life Park Hawaii,Died,1974-01-27,,1969-05-07,1726.0,1
1713,1714,Bottlenose,NOA0000202,Mikimiki,M,unknown,,Capture,1970-12-09,Unknown,,Sea Life Park Hawaii,Died,1974-09-19,,1970-12-09,1380.0,1
1714,1715,Bottlenose,NOA0000203,,U,unknown,,Capture,1974-05-25,Unknown,,Sea Life Park Hawaii,Released,1974-05-25,,1974-05-25,0.0,1
1716,1717,Bottlenose,NOA0000205,Noenoe,F,unknown,,Capture,1969-06-13,Unknown,,Sea Life Park Hawaii,Died,1970-03-25,,1969-06-13,285.0,1
1717,1718,Bottlenose,NOA0000206,Keiki,M,unknown,,Capture,1964-05-24,Unknown,,Sea Life Park Hawaii,Died,1972-06-04,,1964-05-24,2933.0,1
1718,1719,Bottlenose,NOA0000207,Kaipo,F,unknown,,Capture,1969-05-29,Unknown,,Sea Life Park Hawaii,Died,1970-02-20,,1969-05-29,267.0,1
1719,1720,Rough-Toothed,NOA0000208,Meaolamakani,M,estimate,1973,Rescue,1976-06-27,Unknown,,Sea Life Park Hawaii,Died,1984-08-30,DROWNING,1976-06-27,2986.0,1
1720,1721,Rough-Toothed,NOA0000209,Malia,F,unknown,,Capture,1964-05-14,Unknown,,Sea Life Park Hawaii,Died,1980-06-13,HEPATITIS/POSSIBE BACTERIAL ETIOLOGY,1964-05-14,5874.0,1
1722,1723,Rough-Toothed,NOA0000211,,M,unknown,,Capture,1974-05-24,Unknown,,Sea Life Park Hawaii,Released,1974-05-30,,1974-05-24,6.0,1
1723,1724,Rough-Toothed,NOA0000212,,F,unknown,,Capture,1974-05-24,Unknown,,Sea Life Park Hawaii,Released,1974-05-30,,1974-05-24,6.0,1
1724,1725,Rough-Toothed,NOA0000213,,F,unknown,,Capture,1974-09-27,Unknown,,Sea Life Park Hawaii,Died,1975-02-23,SEPTICEMIA,1974-09-27,149.0,1
1725,1726,Rough-Toothed,NOA0000214,Hou,F,unknown,,Capture,1965-05-05,Unknown,,Sea Life Park Hawaii,Died,1970-02-08,,1965-05-05,1740.0,1
1726,1727,Rough-Toothed,NOA0000215,Maa,F,unknown,,Capture,1968-08-22,Unknown,,Sea Life Park Hawaii,Died,1974-01-08,,1968-08-22,1965.0,1
1727,1728,Rough-Toothed,NOA0000216,Mahina,F,unknown,,Capture,1969-07-17,Unknown,,Sea Life Park Hawaii,Died,1970-09-18,,1969-07-17,428.0,1
1728,1729,Rough-Toothed,NOA0000217,Makalani,F,unknown,,Capture,1969-08-06,Unknown,,Sea Life Park Hawaii,Died,1973-10-02,,1969-08-06,1518.0,1
1729,1730,Rough-Toothed,NOA0000218,Mailohi,F,unknown,,Capture,1971-08-08,Unknown,,Sea Life Park Hawaii,Died,1972-05-15,,1971-08-08,281.0,1
1730,1731,Rough-Toothed,NOA0000219,Makana,F,unknown,,Capture,1972-06-08,Unknown,,Sea Life Park Hawaii,Died,1972-11-28,INTESTINAL BACTERIAL INFECTION,1972-06-08,173.0,1
1731,1732,Short-Finned Pilot Whale,NOA0000222,Kilakila,M,unknown,,Capture,1972-09-24,Unknown,,Sea Life Park Hawaii,Died,1979-07-04,GENERALIZED NECROSIS,1972-09-24,2474.0,1
1732,1733,Short-Finned Pilot Whale,NOA0000223,Holokai I,M,unknown,,Capture,1970-03-10,Unknown,,Sea Life Park Hawaii,Died,1970-03-18,,1970-03-10,8.0,1
1733,1734,Short-Finned Pilot Whale,NOA0000224,Holokai Ii,F,unknown,,Capture,1970-03-27,Unknown,,Sea Life Park Hawaii,Died,1970-07-25,,1970-03-27,120.0,1
1734,1735,Short-Finned Pilot Whale,NOA0000225,Nubs,M,unknown,,Capture,1971-06-16,Unknown,,Sea Life Park Hawaii,Died,1971-07-25,,1971-06-16,39.0,1
1735,1736,Short-Finned Pilot Whale,NOA0000226,X,U,unknown,,Capture,1972-09-27,Unknown,,Sea Life Park Hawaii,Died,1972-10-04,,1972-09-27,7.0,1
1736,1737,Short-Finned Pilot Whale,NOA0000227,X,U,unknown,,Capture,1972-10-26,Unknown,,Sea Life Park Hawaii,Died,1972-11-07,,1972-10-26,12.0,1
1737,1738,Short-Finned Pilot Whale,NOA0000228,X,U,unknown,,Capture,1972-10-27,Unknown,,Sea Life Park Hawaii,Died,1972-11-11,,1972-10-27,15.0,1
1738,1739,Pantropical Spotted,NOA0000231,X,F,unknown,,Capture,1971-01-30,Unknown,,Sea Life Park Hawaii,Died,1971-02-20,,1971-01-30,21.0,1
1740,1741,Pantropical Spotted,NOA0000233,Makamae,M,unknown,,Capture,1971-02-11,Unknown,,Sea Life Park Hawaii,Died,1972-02-24,,1971-02-11,378.0,1
1741,1742,Pantropical Spotted,NOA0000234,Ilima,F,unknown,,Capture,1971-02-11,Unknown,,Sea Life Park Hawaii,Died,1971-04-06,,1971-02-11,54.0,1
1742,1743,Pantropical Spotted,NOA0000235,Mokunani,M,unknown,,Capture,1971-02-12,Unknown,,Sea Life Park Hawaii,Died,1971-07-28,,1971-02-12,166.0,1
1743,1744,Pygmy Killer Whale,NOA0000236,X,U,unknown,,Capture,1963-07-16,Unknown,,Sea Life Park Hawaii,Died,1963-08-04,RESPIRATORY INFECTION,1963-07-16,19.0,1
1744,1745,Pygmy Killer Whale,NOA0000237,X,M,unknown,,Capture,1970-12-15,Unknown,,Sea Life Park Hawaii,Died,1970-12-26,,1970-12-15,11.0,1
1745,1746,Pygmy Killer Whale,NOA0000238,X,F,unknown,,Capture,1971-12-18,Unknown,,Sea Life Park Hawaii,Died,1971-12-20,,1971-12-18,2.0,1
1746,1747,Spinner,NOA0000243,(No Name),M,unknown,,Capture,1972-07-25,Unknown,,Sea Life Park Hawaii,Died,1972-07-29,CAPTURE RELATED,1972-07-25,4.0,1
1747,1748,Spinner,NOA0000244,Nani,F,unknown,,Capture,1969-12-04,Unknown,,Sea Life Park Hawaii,Died,1973-09-09,,1969-12-04,1375.0,1
1748,1749,Spinner,NOA0000245,Kelekele,M,unknown,,Capture,1972-10-19,Unknown,,Sea Life Park Hawaii,Died,1973-02-04,,1972-10-19,108.0,1
1749,1750,Spinner,NOA0000246,(No Name),M,unknown,,Capture,1972-10-16,Unknown,,Sea Life Park Hawaii,Died,1972-10-29,,1972-10-16,13.0,1
1750,1751,Spinner,NOA0000247,Laka,F,unknown,,Capture,1968-07-03,Unknown,,Sea Life Park Hawaii,Died,1972-06-29,,1968-07-03,1457.0,1
1751,1752,Spinner,NOA0000248,Puka,M,unknown,,Capture,1968-11-01,Unknown,,Sea Life Park Hawaii,Died,1974-01-09,,1968-11-01,1895.0,1
1752,1753,Spinner,NOA0000249,Alii,M,unknown,,Capture,1968-11-01,Unknown,,Sea Life Park Hawaii,Died,1971-04-04,,1968-11-01,884.0,1
1753,1754,Spinner,NOA0000250,Pikake,F,unknown,,Capture,1968-12-11,Unknown,,Sea Life Park Hawaii,Died,1972-06-18,,1968-12-11,1285.0,1
1754,1755,Spinner,NOA0000251,Moana,F,unknown,,Capture,1970-07-09,Unknown,,Sea Life Park Hawaii,Died,1971-08-17,,1970-07-09,404.0,1
1755,1756,Spinner,NOA0000252,(No Name),F,unknown,,Capture,1970-09-24,Unknown,,Sea Life Park Hawaii,Died,1970-09-24,DIED AT CAPTURE,1970-09-24,0.0,1
1756,1757,Spinner,NOA0000253,Akamai,M,unknown,,Capture,1963-09-13,Unknown,,Sea Life Park Hawaii,Died,1970-06-06,,1963-09-13,2458.0,1
1757,1758,Spinner,NOA0000254,Pukoo,F,unknown,,Capture,1966-04-20,Unknown,,Sea Life Park Hawaii,Died,1970-09-24,,1966-04-20,1618.0,1
1758,1759,Spinner,NOA0000255,Tita,F,unknown,,Capture,1966-05-13,Unknown,,Sea Life Park Hawaii,Died,1973-06-26,,1966-05-13,2601.0,1
1759,1760,Spinner,NOA0000256,Waimea,M,unknown,,Capture,1968-03-06,Unknown,,Sea Life Park Hawaii,Died,1970-06-29,,1968-03-06,845.0,1
1760,1761,Spinner,NOA0000257,Kamai,M,unknown,,Capture,1968-12-12,Unknown,,Sea Life Park Hawaii,Died,1977-05-25,FIBRINOUS PERICARDITIS & PLEURITIS,1968-12-12,3086.0,1
1761,1762,Spinner,NOA0000258,Nohea,M,unknown,,Capture,1969-12-04,Unknown,,Sea Life Park Hawaii,Died,1973-03-07,KILLED BY ANOTHER DOLPHIN,1969-12-04,1189.0,1
1763,1764,Spinner,NOA0000260,Maile,F,unknown,,Capture,1972-07-25,Unknown,,Sea Life Park Hawaii,Died,1979-05-30,HEPATOSIS; CHOLANGITIS & PANCREATITIS,1972-07-25,2500.0,1
1764,1765,Spinner,NOA0000261,Komohana,F,unknown,,Capture,1970-06-11,Unknown,,Sea Life Park Hawaii,Died,1976-10-23,LIVER FAILURE,1970-06-11,2326.0,1
1765,1766,Spinner,NOA0000262,Haole,M,unknown,,Capture,1963-01-03,Unknown,,Sea Life Park Hawaii,Died,1972-05-02,,1963-01-03,3407.0,1
1767,1768,Spinner,NOA0000264,Mahealani,F,unknown,,Capture,1974-05-23,Unknown,,Sea Life Park Hawaii,Died,1980-01-13,HEART FAILURE,1974-05-23,2061.0,1
1768,1769,Spinner,NOA0000265,(No Name),U,unknown,,Capture,1974-05-26,Unknown,,Sea Life Park Hawaii,Released,1974-05-26,,1974-05-26,0.0,1
1769,1770,Spinner,NOA0000266,(No Name),F,unknown,,Capture,1974-05-26,Unknown,,Sea Life Park Hawaii,Died,1974-06-13,PANCREATITIS,1974-05-26,18.0,1
1770,1771,Spinner,NOA0000267,Pamakani,M,unknown,,Capture,1974-05-29,Unknown,,Sea Life Park Hawaii,Died,1976-01-24,ENTEROTOXEMIA,1974-05-29,605.0,1
1771,1772,Spinner,NOA0000269,Mo'o,M,unknown,,Capture,1974-08-14,Unknown,,Sea Life Park Hawaii,Died,1974-12-24,JUMPED OUT,1974-08-14,132.0,1
1772,1773,Spinner,NOA0000270,Auwaha,F,unknown,,Capture,1974-08-18,Unknown,,Sea Life Park Hawaii,Died,1977-04-02,TRAUMA,1974-08-18,958.0,1
1773,1774,Spinner,NOA0000271,Kahiku,F,unknown,,Capture,1975-08-13,Unknown,,Sea Life Park Hawaii,Died,1976-07-23,ANEMIA,1975-08-13,345.0,1
1774,1775,Spinner,NOA0000272,Lilinoe,F,unknown,,Capture,1975-08-22,Unknown,,Sea Life Park Hawaii,Died,1977-11-21,PARASITES,1975-08-22,822.0,1
1775,1776,Spinner,NOA0000273,Apiki,M,unknown,,Capture,1976-08-27,Unknown,,Sea Life Park Hawaii,Died,1980-02-09,PNEUMONITIS,1976-08-27,1261.0,1
1776,1777,Spinner,NOA0000274,Lioele,M,estimate,1968,Capture,1976-09-02,Unknown,,Sea Life Park Hawaii,Died,1982-02-19,"CHOLANGITIS, CHRONIC, PARASITIC",1976-09-02,1996.0,1
1777,1778,Spinner,NOA0000275,Kehaulani,F,estimate,1970,Capture,1976-09-09,Unknown,,Sea Life Park Hawaii,Released,1983-06-07,,1976-09-09,2462.0,1
1779,1780,Bottlenose,NOA0000278,Ilima,F,estimate,1963,Capture,1972-12-31,Unknown,,Sea Life Park Hawaii,Died,1977-12-26,PNEUMONIA,1972-12-31,1821.0,1
1780,1781,Bottlenose,NOA0000283,Kanewai,M,estimate,1968,Capture,1972-12-31,Unknown,,Sea Life Park Hawaii,Died,1984-04-03,UNDETERMINED,1972-12-31,4111.0,1
1781,1782,Bottlenose,NOA0000284,Kainui,F,estimate,1963,Capture,1972-12-31,Unknown,,Sea Life Park Hawaii,Died,1976-11-02,,1972-12-31,1402.0,1
1782,1783,Bottlenose,NOA0000285,Pupuka,F,estimate,1963,Capture,1972-12-31,Unknown,,Sea Life Park Hawaii,Died,1974-06-17,,1972-12-31,533.0,1
1784,1785,Bottlenose,NOA0000288,Cni,F,estimate,,Capture,1974-07-13,Unknown,,Sea Life Park Hawaii,Died,1982-10-27,HEART-MURAL THROMBOSIS & FOCAL MYOCARD,1974-07-13,3028.0,1
1785,1786,Spinner,NOA0000334,Hikino,M,unknown,,Capture,1970-12-04,Unknown,,Sea Life Park Hawaii,Released,1972-08-17,,1970-12-04,622.0,1
1787,1788,Bottlenose,NOA0000341,Ipo,F,estimate,1973,Capture,1980-10-27,Unknown,,Sea Life Park Hawaii,Died,1984-01-20,UNDETERMINED,1980-10-27,1180.0,1
1788,1789,Bottlenose,NOA0000354,,F,unknown,,Capture,1984-08-22,Unknown,,Sea Life Park Hawaii,Died,1991-05-27,SEVERE PULMONARY HEMORRHAGE & NECROSIS,1984-08-22,2469.0,1
1789,1790,Bottlenose,NOA0000356,,F,unknown,,Capture,1984-09-07,Unknown,,Sea Life Park Hawaii,Died,1984-09-16,ACUTE PNEUMONIA,1984-09-07,9.0,1
1790,1791,Bottlenose,NOA0000358,,F,unknown,,Capture,1984-09-18,Unknown,,Sea Life Park Hawaii,Died,1993-07-14,PNEUMONIA,1984-09-18,3221.0,1
1791,1792,Bottlenose,NOA0000359,,F,unknown,,Capture,1984-09-19,Unknown,,Sea Life Park Hawaii,Died,1989-05-21,ACUTE BACTERIAL INFECTION,1984-09-19,1705.0,1
1793,1794,Bottlenose,NOA0000371,Bak,F,estimate,,Capture,1984-02-24,Unknown,,Sea Life Park Hawaii,Died,1995-02-27,PNEUMONIA,1984-02-24,4021.0,1
1799,1800,False Killer Whale,NOA0000412,Sirius,M,estimate,1986,Capture,1990-01-22,Unknown,,Sea Life Park Hawaii,Died,1996-05-10,Chronic infection,1990-01-22,2300.0,1
1800,1801,False Killer Whale,NOA0000413,Arc,F,estimate,1988,Capture,1990-01-28,Unknown,,Sea Life Park Hawaii,Died,1997-08-20,Bowel Torsion,1990-01-28,2761.0,1
1802,1803,Melon-Headed Whale,NOA0005944,Keauhou,F,estimate,1998,Rescue,1998-04-10,Unknown,,Sea Life Park Hawaii,Died,2003-06-22,pending,1998-04-10,1899.0,1
1804,1805,Bottlenose,NOA0001335,,M,unknown,,Capture,1964-06-12,Unknown,,Minnesota Zoological Garden,Died,1999-07-01,Severe broncopneumonia/centrilobular hepatic necrosis,1964-06-12,12802.0,1
1805,1806,Killer Whale; Orca,NOA0002846,Orky,M,estimate,1958,Capture,1968-05-10,Unknown,,Sea World of California,Died,1988-09-26,ACUTE BRONCHOPNEUMONIA NEPHROPATHY,1968-05-10,7444.0,1
1806,1807,Bottlenose,NOA0002849,Splash,F,unknown,,Capture,1966-03-29,Unknown,,Sea World of California,Died,1987-08-12,INTERSTITIAL PNEUMONIA,1966-03-29,7806.0,1
1807,1808,Common; Saddleback,NOA0005943,Stormy,F,estimate,1999,Rescue,2000-06-09,Unknown,,Sea World of California,Died,2002-07-24,Non-suppurative Encephalitis,2000-06-09,775.0,1
1809,1810,Bottlenose,NOA0006134,Lazarus,M,estimate,2002,Rescue,2002-07-19,Unknown,,Sea World of Florida,Died,2005-04-12,pulmonary inhalation of water; drowning,2002-07-19,998.0,1
1813,1814,Bottlenose,NOA0005435,Echo,F,estimate,1984,Capture,1989-05-08,Unknown,,Sea World of Ohio,Died,1996-07-02,Multiple fungal granulomatous neoplasia,1989-05-08,2612.0,1
1817,1818,Killer Whale; Orca,NOA0005191,,M,estimate,1964,Capture,1968-10-15,Unknown,,Sea-Arama Inc,Died,1974-06-14,ACUTE STREPTOCOCCAL SEPTICEMIA,1968-10-15,2068.0,1
1818,1819,Killer Whale; Orca,NOA0005192,,M,estimate,1968,Capture,1970-08-20,Unknown,,Sea-Arama Inc,Died,1971-03-18,ASPHYXIATION,1970-08-20,210.0,1
1819,1820,Short-Finned Pilot Whale,NOA0005193,,F,estimate,1968,Capture,1975-02-25,Unknown,,Sea-Arama Inc,Died,1975-06-12,BRONCHOPNEUMONIA,1975-02-25,107.0,1
1820,1821,Short-Finned Pilot Whale,NOA0005194,,F,estimate,1963,Capture,1968-06-24,Unknown,,Sea-Arama Inc,Died,1970-04-30,LIVER FAILURE; PNEUMONIA,1968-06-24,675.0,1
1821,1822,Bottlenose,NOA0005203,,F,unknown,,Capture,1972-12-01,Unknown,,Sea-Arama Inc,Died,1976-11-09,KLEBSELIA,1972-12-01,1439.0,1
1822,1823,Bottlenose,NOA0005204,,M,estimate,1960,Capture,1972-06-01,Unknown,,Sea-Arama Inc,Died,1975-08-10,NECROTIC DERMITITIS,1972-06-01,1165.0,1
1823,1824,Bottlenose,NOA0005205,,F,unknown,,Capture,1972-06-01,Unknown,,Sea-Arama Inc,Died,1974-09-07,,1972-06-01,828.0,1
1825,1826,Bottlenose,NOA0005207,,F,estimate,1966,Capture,1973-06-28,Unknown,,Sea-Arama Inc,Died,1987-03-10,ADRENAL THEOCHROMOCYTOMA,1973-06-28,5003.0,1
1826,1827,Bottlenose,NOA0005208,,F,unknown,,Capture,1973-06-30,Unknown,,Sea-Arama Inc,Died,1975-01-18,PYELONEPHRITIS,1973-06-30,567.0,1
1827,1828,Bottlenose,NOA0005209,,F,unknown,,Capture,1973-06-28,Unknown,,Sea-Arama Inc,Died,1973-07-07,DRUG REACTION,1973-06-28,9.0,1
1828,1829,Bottlenose,NOA0005210,,M,unknown,,Capture,1973-06-29,Unknown,,Sea-Arama Inc,Died,1974-02-26,GASTRIC ULCERS,1973-06-29,242.0,1
1829,1830,Bottlenose,NOA0005211,,U,unknown,,Capture,1973-06-29,Unknown,,Sea-Arama Inc,Released,1973-07-11,,1973-06-29,12.0,1
1830,1831,Bottlenose,NOA0005212,,M,unknown,,Capture,1975-02-25,Unknown,,Sea-Arama Inc,Died,1975-03-20,BROCHOPNEUMONIA,1975-02-25,23.0,1
1831,1832,Bottlenose,NOA0005213,,F,unknown,,Capture,1975-07-31,Unknown,,Sea-Arama Inc,Died,1976-11-09,KLEBSELIA,1975-07-31,467.0,1
1835,1836,Bottlenose,NOA0001152,Stormy,F,estimate,1963,Capture,1969-03-15,Unknown,,Sealand of Cape Cod Inc,Died,1980-10-17,ULCERATION (FOREIGN BODY INGESTION),1969-03-15,4234.0,1
1836,1837,Bottlenose,NOA0001153,Scotty,M,estimate,1971,Capture,1977-06-12,Unknown,,Sealand of Cape Cod Inc,Died,1988-03-07,ENDOTOXIC SHOCK,1977-06-12,3921.0,1
1837,1838,Bottlenose,NOA0001154,Spray,F,estimate,1971,Capture,1977-06-12,Unknown,,Sealand of Cape Cod Inc,Died,1985-05-20,ADVANCED AUTOLYSIS,1977-06-12,2899.0,1
1838,1839,Bottlenose,NOA0001161,X,F,unknown,,Capture,1966-06-06,Unknown,,Sealand of Cape Cod Inc,Died,1975-04-01,ABSESS ON HEART,1966-06-06,3221.0,1
1839,1840,Atlantic White- Sided,NOA0001162,Daniel,M,estimate,1972,Rescue,1982-04-29,Unknown,,Sealand of Cape Cod Inc,Died,1982-10-26,HEPATIC,1982-04-29,180.0,1
1840,1841,Harbor Porpoise,NOA0001163,Holly,F,estimate,1980,Rescue,1981-05-25,Unknown,,Sealand of Cape Cod Inc,Died,1984-04-10,EMACIATION,1981-05-25,1051.0,1
